Player,Nation,Team,Age,Matches Played,Starts,Minutes,Goals,Goals.1,Goals.2,Goals.3,Assists,Assists.1,Assists.2,Assists.3,Yellow Cards,Red Cards,xG,PrgC,PrgR,SoT%,SoT/90,G/Sh,Dist,Passes Completed,Passes Completed.1,Passes Completed.2,Passes Completed.3,Passes Completed.4,Passes Completed.5,Passes Completed.6,Passes Completed.7,Passes Completed.8,Passes Completed.9,Passes Completed.10,Passes Completed.11,Passes Completed.12,Passes Completed.13,Passes Completed.14,Passes Completed.15,Cmp%,Cmp%.1,Cmp%.2,Cmp%.3,Cmp%.4,Cmp%.5,Cmp%.6,Cmp%.7,Cmp%.8,Cmp%.9,Cmp%.10,Cmp%.11,Cmp%.12,Cmp%.13,Cmp%.14,Cmp%.15,Pass Distance,SCA,SCA90,GCA,GCA90,Tackles,Tackles.1,Tackles.2,Tackles.3,Tackles Won,Challenges,Challenges Lost,Blocks,Shot Blocks,Pass Blocks,Interceptions,Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Take-ons Attempted,Take-ons Success%,Tkld%,Carries,Carry Distance,Carry to Pen Area,Carry to 1/3,Miscontrols,Dispossessed,Passes Received,Fouls Committed,Fouled,Offsides,Crosses,Recoveries,Aerials Won,Aerials Lost,Aerial Win%,TransferValue
John McGinn,sct SCO,Aston Villa,30-204,31,25,2052.0,1,0.04,1,0.04,4,0.18,4,0.18,7,0,2.9,31,72,19.2,0.22,0.04,16.2,658,313,273,59,658,313,273,59,658,313,273,59,658,313,273,59,82.5,91.5,86.4,59.0,82.5,91.5,86.4,59.0,82.5,91.5,86.4,59.0,82.5,91.5,86.4,59.0,11150,68,2.98,7,0.31,31,11,31,11,22,27,16,21,2,19,14,999,28,158,532,319,52,44,40.9,27.3,547,2786,6,16,33,25,700,43,67,3,54,94,16,11,59.3,
Jordan Pickford,eng ENG,Everton,31-064,35,35,3150.0,0,0.0,0,0.0,1,0.03,1,0.03,7,0,0.0,0,0,N/a,0.0,N/a,N/a,971,143,419,408,971,143,419,408,971,143,419,408,971,143,419,408,66.5,99.3,98.4,46.3,66.5,99.3,98.4,46.3,66.5,99.3,98.4,46.3,66.5,99.3,98.4,46.3,30852,12,0.34,2,0.06,1,1,1,1,0,2,1,0,0,0,1,1561,1009,1494,68,0,0,0,N/a,N/a,895,5506,0,0,2,0,788,0,7,0,0,31,4,1,80.0,
Joshua Zirkzee,nl NED,Manchester Utd,23-353,32,14,1402.0,3,0.19,3,0.19,1,0.06,1,0.06,2,0,4.8,14,69,39.3,0.71,0.11,13.1,292,196,61,9,292,196,61,9,292,196,61,9,292,196,61,9,71.2,78.1,74.4,50.0,71.2,78.1,74.4,50.0,71.2,78.1,74.4,50.0,71.2,78.1,74.4,50.0,3600,31,1.99,3,0.19,14,5,14,5,8,10,5,15,4,11,6,587,16,71,303,219,56,35,31.4,68.6,327,1483,4,21,41,30,418,9,13,3,4,57,21,54,28.0,
José Sá,pt POR,Wolves,32-113,27,27,2430.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0,0.0,0,0,N/a,0.0,N/a,N/a,544,107,302,131,544,107,302,131,544,107,302,131,544,107,302,131,63.8,99.1,97.1,30.8,63.8,99.1,97.1,30.8,63.8,99.1,97.1,30.8,63.8,99.1,97.1,30.8,14150,4,0.15,0,0.0,2,2,2,2,2,2,0,0,0,0,0,911,725,903,9,0,0,7,100.0,0.0,565,3380,0,0,1,0,450,4,8,0,0,31,9,1,90.0,
João Gomes,br BRA,Wolves,24-087,33,33,2781.0,3,0.1,3,0.1,1,0.03,1,0.03,10,1,2.7,53,68,21.2,0.23,0.09,18.1,1262,742,385,65,1262,742,385,65,1262,742,385,65,1262,742,385,65,84.9,91.0,85.6,60.7,84.9,91.0,85.6,60.7,84.9,91.0,85.6,60.7,84.9,91.0,85.6,60.7,18027,62,2.01,3,0.1,105,42,105,42,62,102,60,42,4,38,25,1843,59,404,1014,451,42,57,45.6,43.9,957,5621,6,50,38,49,1230,67,41,1,27,178,9,24,27.3,
João Pedro,br BRA,Brighton,23-226,27,23,1948.0,10,0.46,10,0.46,6,0.28,6,0.28,4,1,8.9,66,128,35.7,0.69,0.12,17.2,482,300,133,29,482,300,133,29,482,300,133,29,482,300,133,29,72.9,78.7,75.1,65.9,72.9,78.7,75.1,65.9,72.9,78.7,75.1,65.9,72.9,78.7,75.1,65.9,6847,72,3.32,9,0.42,16,4,16,4,12,11,7,12,0,12,9,940,12,60,387,508,122,86,33.7,54.7,616,3821,30,39,72,38,732,26,46,2,22,59,41,43,48.8,
Joël Veltman,nl NED,Brighton,33-115,20,19,1665.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0,0.5,30,32,16.7,0.05,0.00,19.7,719,355,292,62,719,355,292,62,719,355,292,62,719,355,292,62,79.9,89.9,80.4,63.3,79.9,89.9,80.4,63.3,79.9,89.9,80.4,63.3,79.9,89.9,80.4,63.3,12118,22,1.19,1,0.05,42,30,42,30,28,51,21,22,7,15,18,1102,65,328,544,240,10,15,26.7,33.3,526,2815,3,22,19,7,599,27,42,0,23,68,21,18,53.8,
Joško Gvardiol,hr CRO,Manchester City,23-107,34,33,3007.0,5,0.15,5,0.15,0,0.0,0,0.0,2,0,4.4,81,98,29.7,0.33,0.14,13.0,2321,1123,1073,104,2321,1123,1073,104,2321,1123,1073,104,2321,1123,1073,104,90.9,94.4,93.2,68.9,90.9,94.4,93.2,68.9,90.9,94.4,93.2,68.9,90.9,94.4,93.2,68.9,37878,69,2.07,7,0.21,51,19,51,19,34,37,18,40,20,20,38,2903,142,725,1474,727,85,40,57.5,35.0,1886,10024,13,92,25,16,2132,13,23,2,19,132,48,33,59.3,
Jurriën Timber,nl NED,Arsenal,23-327,30,27,2417.0,1,0.04,1,0.04,3,0.11,3,0.11,7,0,1.2,57,104,28.6,0.15,0.07,14.1,1194,674,472,27,1194,674,472,27,1194,674,472,27,1194,674,472,27,85.6,91.0,86.0,52.9,85.6,91.0,86.0,52.9,85.6,91.0,86.0,52.9,85.6,91.0,86.0,52.9,17327,52,1.94,9,0.34,58,18,58,18,38,27,9,19,4,15,22,1661,51,304,859,505,66,53,45.3,45.3,890,3916,11,27,33,24,1052,31,29,6,28,94,22,20,52.4,
Justin Kluivert,nl NED,Bournemouth,26-005,31,27,2161.0,12,0.5,12,0.5,6,0.25,6,0.25,8,0,10.0,74,153,41.5,0.92,0.11,20.4,533,290,178,43,533,290,178,43,533,290,178,43,533,290,178,43,74.3,83.6,76.7,53.1,74.3,83.6,76.7,53.1,74.3,83.6,76.7,53.1,74.3,83.6,76.7,53.1,8212,95,3.95,11,0.46,21,4,21,4,9,21,17,24,0,24,13,996,23,93,342,581,115,82,40.2,47.6,594,3806,34,52,50,26,653,42,29,5,80,73,7,25,21.9,
Jørgen Strand Larsen,no NOR,Wolves,25-093,32,29,2463.0,13,0.48,13,0.48,2,0.07,2,0.07,4,0,10.0,16,106,60.4,1.17,0.25,11.4,272,167,67,14,272,167,67,14,272,167,67,14,272,167,67,14,63.1,70.5,63.2,70.0,63.1,70.5,63.2,70.0,63.1,70.5,63.2,70.0,63.1,70.5,63.2,70.0,3547,40,1.46,5,0.18,9,4,9,4,6,27,23,18,4,14,5,695,34,83,329,284,104,17,41.2,58.8,328,1137,9,13,88,32,507,46,18,14,6,42,66,96,40.7,
Kai Havertz,de GER,Arsenal,25-333,21,21,1839.0,9,0.44,9,0.44,3,0.15,3,0.15,4,0,9.4,34,110,40.4,1.03,0.17,11.7,401,281,94,5,401,281,94,5,401,281,94,5,401,281,94,5,78.5,84.1,82.5,45.5,78.5,84.1,82.5,45.5,78.5,84.1,82.5,45.5,78.5,84.1,82.5,45.5,4833,41,2.01,3,0.15,16,4,16,4,9,15,11,22,4,18,6,768,31,88,282,403,103,38,23.7,63.2,411,1957,18,23,42,22,575,36,21,14,11,39,62,73,45.9,
Kalvin Phillips,eng ENG,Ipswich Town,29-159,19,14,1237.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1,0.4,4,4,18.2,0.15,0.00,24.3,436,162,208,60,436,162,208,60,436,162,208,60,436,162,208,60,79.1,83.1,86.7,61.2,79.1,83.1,86.7,61.2,79.1,83.1,86.7,61.2,79.1,83.1,86.7,61.2,8581,17,1.24,3,0.22,35,15,35,15,19,39,24,35,6,29,19,739,61,223,398,122,5,12,41.7,50.0,310,1489,0,5,25,10,394,28,20,0,20,68,7,22,24.1,
Kamaldeen Sulemana,gh GHA,Southampton,23-084,23,14,1178.0,1,0.08,1,0.08,1,0.08,1,0.08,2,0,1.4,57,76,30.8,0.61,0.04,18.8,253,160,75,12,253,160,75,12,253,160,75,12,253,160,75,12,79.8,89.4,82.4,44.4,79.8,89.4,82.4,44.4,79.8,89.4,82.4,44.4,79.8,89.4,82.4,44.4,3667,28,2.14,3,0.23,16,8,16,8,14,13,5,9,0,9,6,509,13,65,190,272,50,92,35.9,55.4,331,2842,23,34,37,22,358,19,10,2,25,52,9,21,30.0,
Kaoru Mitoma,jp JPN,Brighton,27-355,33,28,2521.0,9,0.32,9,0.32,3,0.11,3,0.11,1,0,8.8,138,277,46.3,0.89,0.17,13.9,701,470,177,22,701,470,177,22,701,470,177,22,701,470,177,22,75.3,86.9,70.5,44.0,75.3,86.9,70.5,44.0,75.3,86.9,70.5,44.0,75.3,86.9,70.5,44.0,9130,83,2.96,8,0.29,43,18,43,18,26,46,28,46,3,43,13,1300,15,149,445,734,156,127,38.6,57.5,786,6302,55,76,49,22,911,39,23,5,72,92,24,27,47.1,
Keane Lewis-Potter,eng ENG,Brentford,24-077,35,33,2839.0,1,0.03,1,0.03,3,0.1,3,0.1,6,0,2.6,92,144,51.9,0.44,0.04,20.5,900,485,309,79,900,485,309,79,900,485,309,79,900,485,309,79,77.3,89.6,79.4,48.8,77.3,89.6,79.4,48.8,77.3,89.6,79.4,48.8,77.3,89.6,79.4,48.8,14851,67,2.12,8,0.25,44,26,44,26,26,44,18,24,9,15,19,1473,94,450,573,469,69,97,40.2,50.5,783,5602,34,63,43,19,878,16,29,4,71,136,26,34,43.3,
Kenny Tete,nl NED,Fulham,29-213,19,18,1504.0,0,0.0,0,0.0,2,0.12,2,0.12,4,0,1.2,33,47,9.1,0.12,0.00,16.1,669,354,241,55,669,354,241,55,669,354,241,55,669,354,241,55,81.3,91.7,80.3,61.8,81.3,91.7,80.3,61.8,81.3,91.7,80.3,61.8,81.3,91.7,80.3,61.8,10740,32,1.91,3,0.18,50,20,50,20,34,34,14,22,6,16,29,1033,58,332,422,287,32,19,42.1,31.6,534,2548,7,20,16,10,596,28,14,1,29,65,18,12,60.0,
Kepa Arrizabalaga,es ESP,Bournemouth,30-219,28,28,2520.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0,0.1,0,0,0.0,0.0,0.00,9.7,671,106,337,227,671,106,337,227,671,106,337,227,671,106,337,227,71.9,98.1,98.3,47.8,71.9,98.1,98.3,47.8,71.9,98.1,98.3,47.8,71.9,98.1,98.3,47.8,18595,4,0.14,0,0.0,1,0,1,0,0,2,2,1,0,1,0,990,732,961,28,1,1,1,100.0,0.0,557,2764,0,0,0,0,435,2,5,0,0,52,7,1,87.5,
Kevin De Bruyne,be BEL,Manchester City,33-316,25,17,1538.0,4,0.23,4,0.23,7,0.41,7,0.41,2,0,3.8,47,137,28.6,0.82,0.08,21.7,799,408,301,78,799,408,301,78,799,408,301,78,799,408,301,78,76.0,85.5,76.8,57.8,76.0,85.5,76.8,57.8,76.0,85.5,76.8,57.8,76.0,85.5,76.8,57.8,13542,104,6.08,11,0.64,17,5,17,5,9,23,18,8,0,8,7,1210,10,73,408,739,71,32,37.5,50.0,711,3573,18,45,24,26,907,16,16,5,122,56,4,15,21.1,
Kevin Schade,de GER,Brentford,23-164,35,23,2069.0,10,0.43,10,0.43,2,0.09,2,0.09,3,0,7.7,56,146,46.0,1.0,0.20,11.6,290,162,101,18,290,162,101,18,290,162,101,18,290,162,101,18,58.2,68.4,60.1,42.9,58.2,68.4,60.1,42.9,58.2,68.4,60.1,42.9,58.2,68.4,60.1,42.9,4497,50,2.18,9,0.39,35,12,35,12,23,20,8,17,2,15,5,804,37,135,221,463,129,81,35.8,56.8,399,2831,35,26,54,34,497,20,33,13,36,78,81,65,55.5,
Kieran Trippier,eng ENG,Newcastle Utd,34-233,24,14,1281.0,0,0.0,0,0.0,3,0.21,3,0.21,1,0,0.1,25,53,0.0,0.0,0.00,22.2,1000,482,418,79,1000,482,418,79,1000,482,418,79,1000,482,418,79,82.1,94.3,85.3,47.6,82.1,94.3,85.3,47.6,82.1,94.3,85.3,47.6,82.1,94.3,85.3,47.6,17045,50,3.51,6,0.42,37,21,37,21,20,35,14,11,3,8,12,1347,50,373,594,389,12,8,50.0,50.0,587,2138,4,14,11,8,818,16,11,2,79,65,21,15,58.3,
Kobbie Mainoo,eng ENG,Manchester Utd,20-021,22,18,1506.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0,0.6,21,42,15.4,0.12,0.00,20.8,663,419,170,29,663,419,170,29,663,419,170,29,663,419,170,29,86.3,92.1,87.6,70.7,86.3,92.1,87.6,70.7,86.3,92.1,87.6,70.7,86.3,92.1,87.6,70.7,8794,30,1.79,2,0.12,42,22,42,22,25,36,14,16,2,14,19,980,24,183,555,251,33,49,46.9,49.0,602,2659,10,14,34,34,696,27,19,2,5,79,19,27,41.3,
Konstantinos Mavropanos,gr GRE,West Ham,27-150,31,20,1947.0,0,0.0,0,0.0,0,0.0,0,0.0,6,1,1.5,16,2,27.8,0.23,0.00,14.8,1013,322,588,97,1013,322,588,97,1013,322,588,97,1013,322,588,97,85.8,91.0,92.3,58.4,85.8,91.0,92.3,58.4,85.8,91.0,92.3,58.4,85.8,91.0,92.3,58.4,19974,16,0.74,0,0.0,32,14,32,14,22,25,11,23,17,6,38,1432,221,746,632,62,24,17,52.9,29.4,794,3928,1,10,12,0,936,17,14,3,2,68,56,24,70.0,
Kristoffer Ajer,no NOR,Brentford,27-023,22,17,1405.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0,0.8,27,42,37.5,0.19,0.00,10.2,489,254,192,26,489,254,192,26,489,254,192,26,489,254,192,26,78.1,86.7,79.7,49.1,78.1,86.7,79.7,49.1,78.1,86.7,79.7,49.1,78.1,86.7,79.7,49.1,7626,18,1.15,2,0.13,25,14,25,14,17,26,12,17,4,13,12,773,52,260,359,160,35,16,43.8,50.0,378,2059,2,11,15,12,481,12,6,1,14,42,27,22,55.1,
Kyle Walker,eng ENG,Manchester City,34-347,15,9,970.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0,0.1,12,11,40.0,0.19,0.00,27.7,724,367,305,42,724,367,305,42,724,367,305,42,724,367,305,42,87.7,94.6,91.3,51.2,87.7,94.6,91.3,51.2,87.7,94.6,91.3,51.2,87.7,94.6,91.3,51.2,11928,17,1.58,0,0.0,17,14,17,14,10,26,12,13,4,9,3,892,26,197,473,228,5,6,50.0,33.3,499,2284,0,13,9,2,630,6,5,1,14,46,9,7,56.3,
Kyle Walker-Peters,eng ENG,Southampton,28-027,33,33,2918.0,0,0.0,0,0.0,2,0.06,2,0.06,5,0,0.8,114,144,30.0,0.19,0.00,18.3,1493,832,573,56,1493,832,573,56,1493,832,573,56,1493,832,573,56,88.2,93.9,90.0,60.2,88.2,93.9,90.0,60.2,88.2,93.9,90.0,60.2,88.2,93.9,90.0,60.2,22418,63,1.94,7,0.22,44,16,44,16,29,35,19,27,15,12,19,2022,151,615,884,540,59,92,41.3,42.4,1271,7917,24,72,32,39,1433,28,52,2,51,135,11,21,34.4,
Leandro Trossard,be BEL,Arsenal,30-157,35,26,2354.0,8,0.31,8,0.31,5,0.19,5,0.19,4,1,6.8,75,207,30.9,0.8,0.12,15.9,632,333,245,42,632,333,245,42,632,333,245,42,632,333,245,42,73.7,85.2,76.3,51.2,73.7,85.2,76.3,51.2,73.7,85.2,76.3,51.2,73.7,85.2,76.3,51.2,10332,80,3.06,6,0.23,26,9,26,9,17,31,22,31,0,31,9,1149,15,120,361,685,143,72,41.7,44.4,733,4433,29,49,57,43,857,25,43,6,79,93,6,22,21.4,
Leif Davis,eng ENG,Ipswich Town,25-118,31,30,2563.0,1,0.04,1,0.04,2,0.07,2,0.07,5,1,0.9,48,117,14.3,0.07,0.07,20.4,854,398,367,75,854,398,367,75,854,398,367,75,854,398,367,75,71.5,86.0,77.4,37.3,71.5,86.0,77.4,37.3,71.5,86.0,77.4,37.3,71.5,86.0,77.4,37.3,14708,85,2.98,4,0.14,45,29,45,29,26,46,17,24,8,16,25,1459,115,517,484,477,36,37,35.1,45.9,659,3571,10,27,36,14,770,25,30,3,148,111,33,22,60.0,
Leny Yoro,fr FRA,Manchester Utd,19-178,20,11,1114.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0,0.7,19,4,20.0,0.08,0.00,8.6,667,302,322,26,667,302,322,26,667,302,322,26,667,302,322,26,92.1,95.3,93.9,65.0,92.1,95.3,93.9,65.0,92.1,95.3,93.9,65.0,92.1,95.3,93.9,65.0,10721,8,0.65,0,0.0,26,11,26,11,11,17,6,5,3,2,18,847,83,395,385,70,13,4,50.0,50.0,577,2953,1,13,3,4,615,9,2,1,1,45,16,15,51.6,
Leon Bailey,jm JAM,Aston Villa,27-274,23,14,1138.0,1,0.08,1,0.08,2,0.16,2,0.16,3,0,1.7,57,121,21.4,0.47,0.04,17.3,273,149,99,18,273,149,99,18,273,149,99,18,273,149,99,18,70.7,81.4,81.1,47.4,70.7,81.4,81.1,47.4,70.7,81.4,81.1,47.4,70.7,81.4,81.1,47.4,4275,38,3.01,4,0.32,6,2,6,2,4,10,8,6,0,6,3,539,18,76,155,318,69,57,38.6,42.1,344,2540,33,22,35,25,386,12,18,3,34,59,6,9,40.0,
Lesley Ugochukwu,fr FRA,Southampton,21-045,24,16,1525.0,1,0.06,1,0.06,1,0.06,1,0.06,6,0,0.9,29,20,10.0,0.06,0.10,17.0,570,277,248,22,570,277,248,22,570,277,248,22,570,277,248,22,84.9,88.2,91.5,59.5,84.9,88.2,91.5,59.5,84.9,88.2,91.5,59.5,84.9,88.2,91.5,59.5,8828,23,1.36,1,0.06,49,18,49,18,24,33,15,26,9,17,14,838,46,199,478,167,24,26,69.2,26.9,459,2486,6,15,12,13,570,28,14,0,6,62,20,17,54.1,
Levi Colwill,eng ENG,Chelsea,22-073,32,32,2879.0,1,0.03,1,0.03,1,0.03,1,0.03,8,0,1.3,13,11,18.8,0.09,0.06,9.9,2211,763,1289,134,2211,763,1289,134,2211,763,1289,134,2211,763,1289,134,89.6,92.8,95.3,57.0,89.6,92.8,95.3,57.0,89.6,92.8,95.3,57.0,89.6,92.8,95.3,57.0,40277,38,1.19,3,0.09,42,16,42,16,30,25,9,35,24,11,32,2728,344,1280,1330,129,35,10,60.0,40.0,1543,7051,1,11,13,8,1996,42,19,4,13,110,76,51,59.8,
Lewis Cook,eng ENG,Bournemouth,28-096,34,30,2816.0,1,0.03,1,0.03,3,0.1,3,0.1,8,0,0.9,33,49,28.6,0.13,0.07,23.4,1158,507,521,106,1158,507,521,106,1158,507,521,106,1158,507,521,106,76.8,84.8,85.1,45.5,76.8,84.8,85.1,45.5,76.8,84.8,85.1,45.5,76.8,84.8,85.1,45.5,20150,87,2.78,5,0.16,80,36,80,36,42,66,30,30,11,19,40,1814,85,427,954,453,19,18,61.1,38.9,791,3977,4,29,29,17,904,46,10,3,127,182,40,34,54.1,
Lewis Dunk,eng ENG,Brighton,33-170,25,23,2083.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0,0.8,20,3,25.0,0.13,0.00,12.1,1778,668,954,143,1778,668,954,143,1778,668,954,143,1778,668,954,143,91.0,96.4,95.2,62.7,91.0,96.4,95.2,62.7,91.0,96.4,95.2,62.7,91.0,96.4,95.2,62.7,32940,19,0.82,3,0.13,17,11,17,11,10,19,8,28,18,10,13,2127,258,993,1031,113,21,1,0.0,100.0,1341,6155,0,19,9,3,1556,7,11,2,5,104,51,31,62.2,
Lewis Hall,eng ENG,Newcastle Utd,20-244,27,24,2189.0,0,0.0,0,0.0,4,0.16,4,0.16,3,0,0.4,41,80,9.1,0.04,0.00,18.8,1300,653,525,104,1300,653,525,104,1300,653,525,104,1300,653,525,104,81.7,91.3,85.1,51.5,81.7,91.3,85.1,51.5,81.7,91.3,85.1,51.5,81.7,91.3,85.1,51.5,21999,63,2.59,6,0.25,58,40,58,40,41,74,34,33,18,15,18,1820,95,623,804,414,47,21,52.4,33.3,950,4398,13,22,33,20,1094,9,21,1,110,119,30,31,49.2,
Liam Delap,eng ENG,Ipswich Town,22-091,34,31,2491.0,12,0.43,12,0.43,2,0.07,2,0.07,10,0,9.3,60,105,43.8,1.01,0.16,16.0,211,118,66,9,211,118,66,9,211,118,66,9,211,118,66,9,61.2,70.7,63.5,39.1,61.2,70.7,63.5,39.1,61.2,70.7,63.5,39.1,61.2,70.7,63.5,39.1,2913,62,2.24,7,0.25,10,2,10,2,7,14,12,8,0,8,2,659,29,78,277,326,89,84,46.4,42.9,436,3263,29,46,99,58,519,67,50,13,5,66,53,69,43.4,
Lisandro Martínez,ar ARG,Manchester Utd,27-112,20,20,1751.0,2,0.1,2,0.1,1,0.05,1,0.05,7,0,1.3,23,7,35.3,0.31,0.12,15.9,1200,522,601,64,1200,522,601,64,1200,522,601,64,1200,522,601,64,89.4,94.2,93.0,55.2,89.4,94.2,93.0,55.2,89.4,94.2,93.0,55.2,89.4,94.2,93.0,55.2,20292,26,1.34,2,0.1,40,21,40,21,24,36,15,22,8,14,32,1524,156,713,697,125,18,7,85.7,14.3,1017,5141,2,23,1,3,1069,22,7,0,9,81,16,13,55.2,
Lucas Paquetá,br BRA,West Ham,27-256,31,27,2336.0,4,0.15,4,0.15,0,0.0,0,0.0,9,0,5.2,22,82,7.9,0.12,0.05,19.6,1088,566,382,114,1088,566,382,114,1088,566,382,114,1088,566,382,114,77.3,83.7,79.6,64.4,77.3,83.7,79.6,64.4,77.3,83.7,79.6,64.4,77.3,83.7,79.6,64.4,18064,79,3.04,6,0.23,66,27,66,27,37,54,27,28,4,24,17,1738,62,360,957,435,57,43,41.9,46.5,891,3185,2,32,53,50,1220,52,62,6,28,146,48,57,45.7,
Lucas Bergvall,se SWE,Tottenham,19-097,27,11,1212.0,0,0.0,0,0.0,1,0.07,1,0.07,3,0,0.7,33,31,16.7,0.15,0.00,19.9,629,295,264,53,629,295,264,53,629,295,264,53,629,295,264,53,87.4,91.9,89.8,74.6,87.4,91.9,89.8,74.6,87.4,91.9,89.8,74.6,87.4,91.9,89.8,74.6,10567,22,1.63,4,0.3,39,17,39,17,19,32,15,18,8,10,24,885,36,188,478,232,22,45,46.7,44.4,531,3392,4,21,20,19,586,20,17,0,21,73,9,8,52.9,
Lucas Digne,fr FRA,Aston Villa,31-294,31,27,2261.0,0,0.0,0,0.0,4,0.16,4,0.16,4,0,0.8,23,140,23.1,0.12,0.00,22.7,932,472,379,59,932,472,379,59,932,472,379,59,932,472,379,59,75.2,88.2,78.8,40.1,75.2,88.2,78.8,40.1,75.2,88.2,78.8,40.1,75.2,88.2,78.8,40.1,15153,63,2.51,5,0.2,63,43,63,43,37,64,21,23,4,19,25,1485,93,520,449,526,28,19,47.4,47.4,672,2952,4,14,17,16,808,20,14,7,138,100,35,27,56.5,
Luis Díaz,co COL,Liverpool,28-117,33,26,2225.0,12,0.49,12,0.49,5,0.2,5,0.2,2,0,10.0,103,269,41.5,1.09,0.18,13.5,697,374,239,56,697,374,239,56,697,374,239,56,697,374,239,56,84.3,88.6,86.0,82.4,84.3,88.6,86.0,82.4,84.3,88.6,86.0,82.4,84.3,88.6,86.0,82.4,11124,116,4.69,16,0.65,33,13,33,13,21,34,21,18,0,18,7,1109,15,78,382,668,155,111,45.9,43.2,733,5365,55,53,51,43,878,48,30,10,30,98,12,33,26.7,
Luke Woolfenden,eng ENG,Ipswich Town,26-201,15,12,1187.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0,0.0,7,0,0.0,0.0,0.00,12.9,496,178,274,39,496,178,274,39,496,178,274,39,496,178,274,39,88.3,96.7,93.8,52.7,88.3,96.7,93.8,52.7,88.3,96.7,93.8,52.7,88.3,96.7,93.8,52.7,9196,2,0.15,0,0.0,9,2,9,2,6,5,3,21,14,7,19,694,147,407,278,9,3,0,N/a,N/a,368,2118,0,3,4,0,442,5,2,1,0,38,15,15,50.0,
Mads Roerslev,dk DEN,Brentford,25-320,19,11,1101.0,0,0.0,0,0.0,2,0.16,2,0.16,2,0,0.2,17,54,40.0,0.16,0.00,20.8,422,205,179,27,422,205,179,27,422,205,179,27,422,205,179,27,78.7,88.0,79.9,55.1,78.7,88.0,79.9,55.1,78.7,88.0,79.9,55.1,78.7,88.0,79.9,55.1,6925,21,1.72,2,0.16,18,11,18,11,8,28,17,12,5,7,4,645,49,234,268,146,20,19,36.8,42.1,352,1630,0,13,9,6,407,6,10,0,31,39,10,14,41.7,
Mads Hermansen,dk DEN,Leicester City,24-303,27,27,2385.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0.0,0,0,N/a,0.0,N/a,N/a,654,151,312,191,654,151,312,191,654,151,312,191,654,151,312,191,61.0,97.4,94.8,32.7,61.0,97.4,94.8,32.7,61.0,97.4,94.8,32.7,61.0,97.4,94.8,32.7,17066,3,0.11,0,0.0,1,1,1,1,1,1,0,1,0,1,0,1147,831,1106,43,0,0,1,100.0,0.0,734,3625,0,0,1,0,625,0,3,0,0,17,4,1,80.0,
Malo Gusto,fr FRA,Chelsea,21-356,29,19,1832.0,0,0.0,0,0.0,1,0.05,1,0.05,4,0,1.7,49,84,18.2,0.2,0.00,21.3,1176,576,505,68,1176,576,505,68,1176,576,505,68,1176,576,505,68,86.5,93.2,88.3,61.3,86.5,93.2,88.3,61.3,86.5,93.2,88.3,61.3,86.5,93.2,88.3,61.3,19189,57,2.8,4,0.2,43,24,43,24,28,47,23,29,8,21,23,1563,60,378,758,440,43,16,25.0,68.8,865,4382,8,35,16,17,1053,20,19,2,51,116,8,15,34.8,
Manuel Ugarte Ribeiro,uy URU,Manchester Utd,24-029,27,21,1706.0,1,0.05,1,0.05,2,0.11,2,0.11,10,0,1.0,16,20,21.1,0.21,0.05,21.7,765,388,297,62,765,388,297,62,765,388,297,62,765,388,297,62,87.9,89.6,93.1,75.6,87.9,89.6,93.1,75.6,87.9,89.6,93.1,75.6,87.9,89.6,93.1,75.6,12528,31,1.64,4,0.21,74,28,74,28,46,66,38,31,4,27,26,1111,43,317,613,201,16,32,56.3,31.3,642,2794,1,16,29,25,693,38,33,0,7,117,17,18,48.6,
Manuel Akanji,ch SUI,Manchester City,29-295,23,20,1744.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0,0.7,38,6,10.0,0.05,0.00,16.3,1427,682,658,73,1427,682,658,73,1427,682,658,73,1427,682,658,73,93.9,95.9,95.4,75.3,93.9,95.9,95.4,75.3,93.9,95.9,95.4,75.3,93.9,95.9,95.4,75.3,23477,34,1.75,2,0.1,16,8,16,8,11,13,5,11,8,3,7,1635,111,487,797,353,11,2,100.0,0.0,1071,5684,0,52,4,5,1291,16,9,0,11,89,26,29,47.3,
