Statistic,Scope,Value
Median of Touches Mid 3rd,Fulham,388.5
Mean of Touches Mid 3rd,Fulham,401.7
Std of Touches Mid 3rd,Fulham,313.0495336625113
Median of Touches Mid 3rd,Ipswich Town,168.0
Mean of Touches Mid 3rd,Ipswich Town,233.68965517241378
Std of Touches Mid 3rd,Ipswich Town,216.12415470350697
Median of Touches Mid 3rd,Leicester City,324.0
Mean of Touches Mid 3rd,Leicester City,353.52
Std of Touches Mid 3rd,Leicester City,284.1543184022841
Median of Touches Mid 3rd,Liverpool,307.0
Mean of Touches Mid 3rd,Liverpool,513.4761904761905
Std of Touches Mid 3rd,Liverpool,469.2663016931451
Median of Touches Mid 3rd,Manchester City,331.0
Mean of Touches Mid 3rd,Manchester City,447.28
Std of Touches Mid 3rd,Manchester City,395.86745677478126
Median of Touches Mid 3rd,Manchester Utd,206.0
Mean of Touches Mid 3rd,Manchester Utd,319.6
Std of Touches Mid 3rd,Manchester Utd,307.20975649018476
Median of Touches Mid 3rd,Newcastle Utd,232.0
Mean of Touches Mid 3rd,Newcastle Utd,387.82608695652175
Std of Touches Mid 3rd,Newcastle Utd,354.6575367582742
Median of Touches Mid 3rd,Nott'ham Forest,290.0
Mean of Touches Mid 3rd,Nott'ham Forest,324.42857142857144
Std of Touches Mid 3rd,Nott'ham Forest,269.1313009347986
Median of Touches Mid 3rd,Southampton,198.0
Mean of Touches Mid 3rd,Southampton,313.41379310344826
Std of Touches Mid 3rd,Southampton,308.40204710750305
Median of Touches Mid 3rd,Tottenham,393.0
Mean of Touches Mid 3rd,Tottenham,358.7037037037037
Std of Touches Mid 3rd,Tottenham,259.8235813918618
Median of Touches Mid 3rd,West Ham,366.0
Mean of Touches Mid 3rd,West Ham,355.88
Std of Touches Mid 3rd,West Ham,288.75109235002617
Median of Touches Mid 3rd,Wolves,329.0
Mean of Touches Mid 3rd,Wolves,393.6521739130435
Std of Touches Mid 3rd,Wolves,316.27600269609917
Median of Touches Att 3rd,all,144.0
Mean of Touches Att 3rd,all,216.91304347826087
Std of Touches Att 3rd,all,213.773488665154
Median of Touches Att 3rd,Arsenal,225.0
Mean of Touches Att 3rd,Arsenal,323.09090909090907
Std of Touches Att 3rd,Arsenal,237.02399096794466
Median of Touches Att 3rd,Aston Villa,117.0
Mean of Touches Att 3rd,Aston Villa,177.62962962962962
Std of Touches Att 3rd,Aston Villa,173.19334419351821
Median of Touches Att 3rd,Bournemouth,133.0
Mean of Touches Att 3rd,Bournemouth,239.7391304347826
Std of Touches Att 3rd,Bournemouth,238.20430829462043
Median of Touches Att 3rd,Brentford,160.0
Mean of Touches Att 3rd,Brentford,230.04761904761904
Std of Touches Att 3rd,Brentford,234.92093908174215
Median of Touches Att 3rd,Brighton,158.0
Mean of Touches Att 3rd,Brighton,209.34615384615384
Std of Touches Att 3rd,Brighton,182.25892401914203
Median of Touches Att 3rd,Chelsea,127.0
Mean of Touches Att 3rd,Chelsea,246.625
Std of Touches Att 3rd,Chelsea,263.94676876054086
Median of Touches Att 3rd,Crystal Palace,146.0
Mean of Touches Att 3rd,Crystal Palace,197.0952380952381
Std of Touches Att 3rd,Crystal Palace,188.12519893993596
Median of Touches Att 3rd,Everton,204.0
Mean of Touches Att 3rd,Everton,204.14285714285714
Std of Touches Att 3rd,Everton,147.269238374579
Median of Touches Att 3rd,Fulham,232.5
Mean of Touches Att 3rd,Fulham,275.3
Std of Touches Att 3rd,Fulham,234.8957439510469
Median of Touches Att 3rd,Ipswich Town,104.0
Mean of Touches Att 3rd,Ipswich Town,120.10344827586206
Std of Touches Att 3rd,Ipswich Town,124.55014619122755
Median of Touches Att 3rd,Leicester City,99.0
Mean of Touches Att 3rd,Leicester City,140.72
Std of Touches Att 3rd,Leicester City,134.81361207237197
Median of Touches Att 3rd,Liverpool,218.0
Mean of Touches Att 3rd,Liverpool,321.23809523809524
Std of Touches Att 3rd,Liverpool,285.0820767361401
Median of Touches Att 3rd,Manchester City,324.0
Mean of Touches Att 3rd,Manchester City,353.4
Std of Touches Att 3rd,Manchester City,278.85524918853514
Median of Touches Att 3rd,Manchester Utd,78.0
Mean of Touches Att 3rd,Manchester Utd,177.86666666666667
Std of Touches Att 3rd,Manchester Utd,219.13760962925323
Median of Touches Att 3rd,Newcastle Utd,133.0
Mean of Touches Att 3rd,Newcastle Utd,243.1304347826087
Std of Touches Att 3rd,Newcastle Utd,228.0706239000674
Median of Touches Att 3rd,Nott'ham Forest,158.0
Mean of Touches Att 3rd,Nott'ham Forest,218.76190476190476
Std of Touches Att 3rd,Nott'ham Forest,209.15972479469005
Median of Touches Att 3rd,Southampton,131.0
Mean of Touches Att 3rd,Southampton,154.3448275862069
Std of Touches Att 3rd,Southampton,149.2857461050712
Median of Touches Att 3rd,Tottenham,168.0
Mean of Touches Att 3rd,Tottenham,222.33333333333334
Std of Touches Att 3rd,Tottenham,227.9908905062791
Median of Touches Att 3rd,West Ham,118.0
Mean of Touches Att 3rd,West Ham,178.52
Std of Touches Att 3rd,West Ham,184.73407012965063
Median of Touches Att 3rd,Wolves,124.0
Mean of Touches Att 3rd,Wolves,181.7391304347826
Std of Touches Att 3rd,Wolves,186.29234537324402
Median of Touches Att Pen,all,21.0
Mean of Touches Att Pen,all,35.35403726708075
Std of Touches Att Pen,all,41.91090281967729
Median of Touches Att Pen,Arsenal,38.5
Mean of Touches Att Pen,Arsenal,53.77272727272727
Std of Touches Att Pen,Arsenal,50.36148549019598
Median of Touches Att Pen,Aston Villa,20.0
Mean of Touches Att Pen,Aston Villa,31.59259259259259
Std of Touches Att Pen,Aston Villa,38.31775974989551
Median of Touches Att Pen,Bournemouth,19.0
Mean of Touches Att Pen,Bournemouth,39.52173913043478
Std of Touches Att Pen,Bournemouth,48.082192474985796
Median of Touches Att Pen,Brentford,24.0
Mean of Touches Att Pen,Brentford,43.0
Std of Touches Att Pen,Brentford,47.19110085598767
Median of Touches Att Pen,Brighton,17.5
Mean of Touches Att Pen,Brighton,36.11538461538461
Std of Touches Att Pen,Brighton,43.24934859447196
Median of Touches Att Pen,Chelsea,14.0
Mean of Touches Att Pen,Chelsea,43.708333333333336
Std of Touches Att Pen,Chelsea,53.16788763306587
Median of Touches Att Pen,Crystal Palace,18.0
Mean of Touches Att Pen,Crystal Palace,34.42857142857143
Std of Touches Att Pen,Crystal Palace,36.30643390443549
Median of Touches Att Pen,Everton,20.0
Mean of Touches Att Pen,Everton,30.80952380952381
Std of Touches Att Pen,Everton,26.45301315090409
Median of Touches Att Pen,Fulham,32.0
Mean of Touches Att Pen,Fulham,40.2
Std of Touches Att Pen,Fulham,39.805580143069335
Median of Touches Att Pen,Ipswich Town,11.0
Mean of Touches Att Pen,Ipswich Town,17.75862068965517
Std of Touches Att Pen,Ipswich Town,21.76113044006576
Median of Touches Att Pen,Leicester City,15.0
Mean of Touches Att Pen,Leicester City,21.36
Std of Touches Att Pen,Leicester City,24.516796963170645
Median of Touches Att Pen,Liverpool,44.0
Mean of Touches Att Pen,Liverpool,57.38095238095238
Std of Touches Att Pen,Liverpool,73.48841826470085
Median of Touches Att Pen,Manchester City,22.0
Mean of Touches Att Pen,Manchester City,48.52
Std of Touches Att Pen,Manchester City,51.759958784115476
Median of Touches Att Pen,Manchester Utd,17.0
Mean of Touches Att Pen,Manchester Utd,29.033333333333335
Std of Touches Att Pen,Manchester Utd,37.52836475147219
Median of Touches Att Pen,Newcastle Utd,33.0
Mean of Touches Att Pen,Newcastle Utd,43.0
Std of Touches Att Pen,Newcastle Utd,46.887680103141655
Median of Touches Att Pen,Nott'ham Forest,21.0
Mean of Touches Att Pen,Nott'ham Forest,33.95238095238095
Std of Touches Att Pen,Nott'ham Forest,32.12238501493342
Median of Touches Att Pen,Southampton,15.0
Mean of Touches Att Pen,Southampton,21.862068965517242
Std of Touches Att Pen,Southampton,20.864741513463457
Median of Touches Att Pen,Tottenham,24.0
Mean of Touches Att Pen,Tottenham,35.888888888888886
Std of Touches Att Pen,Tottenham,42.50821941635192
Median of Touches Att Pen,West Ham,23.0
Mean of Touches Att Pen,West Ham,30.88
Std of Touches Att Pen,West Ham,38.860133813459775
Median of Touches Att Pen,Wolves,23.0
Mean of Touches Att Pen,Wolves,28.304347826086957
Std of Touches Att Pen,Wolves,31.84826923028043
Median of Take-ons Attempted,all,14.0
Mean of Take-ons Attempted,all,25.989648033126294
Std of Take-ons Attempted,all,31.831928575674088
Median of Take-ons Attempted,Arsenal,23.5
Mean of Take-ons Attempted,Arsenal,30.59090909090909
Std of Take-ons Attempted,Arsenal,29.146034755886472
Median of Take-ons Attempted,Aston Villa,17.0
Mean of Take-ons Attempted,Aston Villa,24.37037037037037
Std of Take-ons Attempted,Aston Villa,30.665876987231446
Median of Take-ons Attempted,Bournemouth,16.0
Mean of Take-ons Attempted,Bournemouth,27.08695652173913
Std of Take-ons Attempted,Bournemouth,32.48623910558587
Median of Take-ons Attempted,Brentford,13.0
Mean of Take-ons Attempted,Brentford,27.333333333333332
Std of Take-ons Attempted,Brentford,33.91066695500596
Median of Take-ons Attempted,Brighton,12.5
Mean of Take-ons Attempted,Brighton,27.846153846153847
Std of Take-ons Attempted,Brighton,32.67009924403941
Median of Take-ons Attempted,Chelsea,14.0
Mean of Take-ons Attempted,Chelsea,29.875
Std of Take-ons Attempted,Chelsea,34.64015325299968
Median of Take-ons Attempted,Crystal Palace,12.0
Mean of Take-ons Attempted,Crystal Palace,21.285714285714285
Std of Take-ons Attempted,Crystal Palace,29.93015679401439
Median of Take-ons Attempted,Everton,20.0
Mean of Take-ons Attempted,Everton,27.571428571428573
Std of Take-ons Attempted,Everton,30.568891750554897
Median of Take-ons Attempted,Fulham,18.5
Mean of Take-ons Attempted,Fulham,27.45
Std of Take-ons Attempted,Fulham,28.010289462793374
Median of Take-ons Attempted,Ipswich Town,7.0
Mean of Take-ons Attempted,Ipswich Town,19.03448275862069
Std of Take-ons Attempted,Ipswich Town,27.4921842901639
Median of Take-ons Attempted,Leicester City,11.0
Mean of Take-ons Attempted,Leicester City,21.44
Std of Take-ons Attempted,Leicester City,26.57078596253161
Median of Take-ons Attempted,Liverpool,19.0
Mean of Take-ons Attempted,Liverpool,29.285714285714285
Std of Take-ons Attempted,Liverpool,35.42194638517604
Median of Take-ons Attempted,Manchester City,21.0
Mean of Take-ons Attempted,Manchester City,29.68
Std of Take-ons Attempted,Manchester City,41.02206723216176
Median of Take-ons Attempted,Manchester Utd,5.5
Mean of Take-ons Attempted,Manchester Utd,19.5
Std of Take-ons Attempted,Manchester Utd,25.456860060461718
Median of Take-ons Attempted,Newcastle Utd,8.0
Mean of Take-ons Attempted,Newcastle Utd,26.956521739130434
Std of Take-ons Attempted,Newcastle Utd,30.859620955766726
Median of Take-ons Attempted,Nott'ham Forest,13.0
Mean of Take-ons Attempted,Nott'ham Forest,26.38095238095238
Std of Take-ons Attempted,Nott'ham Forest,28.247966635629176
Median of Take-ons Attempted,Southampton,6.0
Mean of Take-ons Attempted,Southampton,22.82758620689655
Std of Take-ons Attempted,Southampton,32.38172871666679
Median of Take-ons Attempted,Tottenham,19.0
Mean of Take-ons Attempted,Tottenham,28.51851851851852
Std of Take-ons Attempted,Tottenham,29.70802840255394
Median of Take-ons Attempted,West Ham,11.0
Mean of Take-ons Attempted,West Ham,28.8
Std of Take-ons Attempted,West Ham,45.46885380858711
Median of Take-ons Attempted,Wolves,14.0
Mean of Take-ons Attempted,Wolves,28.391304347826086
Std of Take-ons Attempted,Wolves,34.83433406912676
Median of Take-ons Success%,all,45.0
Mean of Take-ons Success%,all,46.495711060948075
Std of Take-ons Success%,all,22.47413404383799
Median of Take-ons Success%,Arsenal,44.65
Mean of Take-ons Success%,Arsenal,49.26818181818182
Std of Take-ons Success%,Arsenal,22.443248775175483
Median of Take-ons Success%,Aston Villa,47.599999999999994
Mean of Take-ons Success%,Aston Villa,50.407692307692315
Std of Take-ons Success%,Aston Villa,25.25449541094691
Median of Take-ons Success%,Bournemouth,41.150000000000006
Mean of Take-ons Success%,Bournemouth,43.23
Std of Take-ons Success%,Bournemouth,19.226492139753418
Median of Take-ons Success%,Brentford,46.5
Mean of Take-ons Success%,Brentford,48.76315789473684
Std of Take-ons Success%,Brentford,19.880090837214663
Median of Take-ons Success%,Brighton,42.9
Mean of Take-ons Success%,Brighton,45.267999999999994
Std of Take-ons Success%,Brighton,22.03640397161025
Median of Take-ons Success%,Chelsea,45.05
Mean of Take-ons Success%,Chelsea,44.49090909090909
Std of Take-ons Success%,Chelsea,17.350090135374735
Median of Take-ons Success%,Crystal Palace,40.0
Mean of Take-ons Success%,Crystal Palace,41.88
Std of Take-ons Success%,Crystal Palace,23.664310236036215
Median of Take-ons Success%,Everton,46.6
Mean of Take-ons Success%,Everton,46.415
Std of Take-ons Success%,Everton,18.631418710283306
Median of Take-ons Success%,Fulham,43.6
Mean of Take-ons Success%,Fulham,42.55263157894738
Std of Take-ons Success%,Fulham,19.067493234445212
Median of Take-ons Success%,Ipswich Town,46.4
Mean of Take-ons Success%,Ipswich Town,45.09047619047619
Std of Take-ons Success%,Ipswich Town,11.39306388825696
Median of Take-ons Success%,Leicester City,42.0
Mean of Take-ons Success%,Leicester City,43.756521739130434
Std of Take-ons Success%,Leicester City,28.796556392719104
Median of Take-ons Success%,Liverpool,49.0
Mean of Take-ons Success%,Liverpool,54.8
Std of Take-ons Success%,Liverpool,20.754859925480485
Median of Take-ons Success%,Manchester City,45.7
Mean of Take-ons Success%,Manchester City,47.89565217391305
Std of Take-ons Success%,Manchester City,26.41374432616594
Median of Take-ons Success%,Manchester Utd,46.9
Mean of Take-ons Success%,Manchester Utd,47.67777777777778
Std of Take-ons Success%,Manchester Utd,28.761236377261632
Median of Take-ons Success%,Newcastle Utd,45.3
Mean of Take-ons Success%,Newcastle Utd,43.07142857142857
Std of Take-ons Success%,Newcastle Utd,16.940252148570366
Median of Take-ons Success%,Nott'ham Forest,45.0
Mean of Take-ons Success%,Nott'ham Forest,49.33888888888889
Std of Take-ons Success%,Nott'ham Forest,24.38222927820923
Median of Take-ons Success%,Southampton,43.349999999999994
Mean of Take-ons Success%,Southampton,47.38461538461539
Std of Take-ons Success%,Southampton,27.490663030311833
Median of Take-ons Success%,Tottenham,42.15
Mean of Take-ons Success%,Tottenham,44.3
Std of Take-ons Success%,Tottenham,25.462929917823672
Median of Take-ons Success%,West Ham,47.6
Mean of Take-ons Success%,West Ham,49.4
Std of Take-ons Success%,West Ham,20.514406390759092
Median of Take-ons Success%,Wolves,45.6
Mean of Take-ons Success%,Wolves,44.13809523809523
Std of Take-ons Success%,Wolves,22.43453757469666
Median of Tkld%,all,43.8
Mean of Tkld%,all,42.513544018058695
Std of Tkld%,all,21.442068576336894
Median of Tkld%,Arsenal,36.4
Mean of Tkld%,Arsenal,37.404545454545456
Std of Tkld%,Arsenal,18.05748696518526
Median of Tkld%,Aston Villa,39.45
Mean of Tkld%,Aston Villa,38.12692307692308
Std of Tkld%,Aston Villa,22.95476521670057
Median of Tkld%,Bournemouth,45.099999999999994
Mean of Tkld%,Bournemouth,42.82999999999999
Std of Tkld%,Bournemouth,19.17059425814772
Median of Tkld%,Brentford,42.1
Mean of Tkld%,Brentford,42.09473684210526
Std of Tkld%,Brentford,16.47629521748039
Median of Tkld%,Brighton,46.2
Mean of Tkld%,Brighton,46.61199999999999
Std of Tkld%,Brighton,21.258729971472896
Median of Tkld%,Chelsea,40.0
Mean of Tkld%,Chelsea,42.059090909090905
Std of Tkld%,Chelsea,21.079456464730885
Median of Tkld%,Crystal Palace,45.55
Mean of Tkld%,Crystal Palace,47.97
Std of Tkld%,Crystal Palace,26.273642986641075
Median of Tkld%,Everton,45.75
Mean of Tkld%,Everton,46.05
Std of Tkld%,Everton,18.74492211942098
Median of Tkld%,Fulham,41.7
Mean of Tkld%,Fulham,39.463157894736845
Std of Tkld%,Fulham,13.193399466160502
Median of Tkld%,Ipswich Town,42.9
Mean of Tkld%,Ipswich Town,44.49999999999999
Std of Tkld%,Ipswich Town,8.463332676906893
Median of Tkld%,Leicester City,47.6
Mean of Tkld%,Leicester City,48.19565217391305
Std of Tkld%,Leicester City,26.016698802899466
Median of Tkld%,Liverpool,44.35
Mean of Tkld%,Liverpool,38.22
Std of Tkld%,Liverpool,18.67347119085762
Median of Tkld%,Manchester City,36.1
Mean of Tkld%,Manchester City,37.56086956521739
Std of Tkld%,Manchester City,23.65776326802367
Median of Tkld%,Manchester Utd,50.0
Mean of Tkld%,Manchester Utd,46.76666666666666
Std of Tkld%,Manchester Utd,27.13569888258185
Median of Tkld%,Newcastle Utd,46.9
Mean of Tkld%,Newcastle Utd,44.98095238095239
Std of Tkld%,Newcastle Utd,16.698192089193938
Median of Tkld%,Nott'ham Forest,39.1
Mean of Tkld%,Nott'ham Forest,39.288888888888884
Std of Tkld%,Nott'ham Forest,21.944767268246803
Median of Tkld%,Southampton,44.95
Mean of Tkld%,Southampton,42.88846153846154
Std of Tkld%,Southampton,27.78696567706632
Median of Tkld%,Tottenham,48.55
Mean of Tkld%,Tottenham,42.62692307692308
Std of Tkld%,Tottenham,24.18069573345329
Median of Tkld%,West Ham,45.7
Mean of Tkld%,West Ham,38.7875
Std of Tkld%,West Ham,20.995616778581272
Median of Tkld%,Wolves,41.7
Mean of Tkld%,Wolves,42.95238095238095
Std of Tkld%,Wolves,22.981636561559732
Median of Carries,all,408.0
Mean of Carries,all,479.3664596273292
Std of Carries,all,363.50962173892435
Median of Carries,Arsenal,427.0
Mean of Carries,Arsenal,593.2727272727273
Std of Carries,Arsenal,410.1600363410061
Median of Carries,Aston Villa,419.0
Mean of Carries,Aston Villa,418.7037037037037
Std of Carries,Aston Villa,319.6778203627972
Median of Carries,Bournemouth,483.0
Mean of Carries,Bournemouth,458.3478260869565
Std of Carries,Bournemouth,342.4985213897283
Median of Carries,Brentford,410.0
Mean of Carries,Brentford,493.6666666666667
Std of Carries,Brentford,361.55391483613244
Median of Carries,Brighton,394.0
Mean of Carries,Brighton,484.53846153846155
Std of Carries,Brighton,391.41898071189456
Median of Carries,Chelsea,485.0
Mean of Carries,Chelsea,541.5416666666666
Std of Carries,Chelsea,432.5776109471613
Median of Carries,Crystal Palace,430.0
Mean of Carries,Crystal Palace,444.76190476190476
Std of Carries,Crystal Palace,315.46186849790655
Median of Carries,Everton,399.0
Mean of Carries,Everton,406.6666666666667
Std of Carries,Everton,248.01478450554785
Median of Carries,Fulham,533.5
Mean of Carries,Fulham,575.55
Std of Carries,Fulham,409.5118371144381
Median of Carries,Ipswich Town,232.0
Mean of Carries,Ipswich Town,291.41379310344826
Std of Carries,Ipswich Town,224.41280795530417
Median of Carries,Leicester City,465.0
Mean of Carries,Leicester City,441.52
Std of Carries,Leicester City,292.49987464384776
Median of Carries,Liverpool,550.0
Mean of Carries,Liverpool,655.0
Std of Carries,Liverpool,456.14197351263346
Median of Carries,Manchester City,590.0
Mean of Carries,Manchester City,664.68
Std of Carries,Manchester City,466.34525121773606
Median of Carries,Manchester Utd,310.0
Mean of Carries,Manchester Utd,461.8333333333333
Std of Carries,Manchester Utd,401.0441615835217
Median of Carries,Newcastle Utd,498.0
Mean of Carries,Newcastle Utd,525.5217391304348
Std of Carries,Newcastle Utd,429.8606401619882
Median of Carries,Nott'ham Forest,400.0
Mean of Carries,Nott'ham Forest,372.3809523809524
Std of Carries,Nott'ham Forest,275.33860539170246
Median of Carries,Southampton,253.0
Mean of Carries,Southampton,406.8965517241379
Std of Carries,Southampton,363.2547654615723
Median of Carries,Tottenham,588.0
Mean of Carries,Tottenham,528.1481481481482
Std of Carries,Tottenham,309.81330652553464
Median of Carries,West Ham,321.0
Mean of Carries,West Ham,421.8
Std of Carries,West Ham,318.0883001096813
Median of Carries,Wolves,390.0
Mean of Carries,Wolves,480.60869565217394
Std of Carries,Wolves,307.3460796044442
Median of Carry Distance,all,2127.0
Mean of Carry Distance,all,2572.503105590062
Std of Carry Distance,all,2003.1393363209852
Median of Carry Distance,Arsenal,2488.5
Mean of Carry Distance,Arsenal,3145.3636363636365
Std of Carry Distance,Arsenal,2113.4532235510983
Median of Carry Distance,Aston Villa,2209.0
Mean of Carry Distance,Aston Villa,2304.8518518518517
Std of Carry Distance,Aston Villa,1668.7749699360008
Median of Carry Distance,Bournemouth,2498.0
Mean of Carry Distance,Bournemouth,2702.6521739130435
Std of Carry Distance,Bournemouth,2255.048812386344
Median of Carry Distance,Brentford,2771.0
Mean of Carry Distance,Brentford,2681.8571428571427
Std of Carry Distance,Brentford,2064.4906947166
Median of Carry Distance,Brighton,2241.0
Mean of Carry Distance,Brighton,2671.4615384615386
Std of Carry Distance,Brighton,2258.601465168554
Median of Carry Distance,Chelsea,2709.0
Mean of Carry Distance,Chelsea,2940.0833333333335
Std of Carry Distance,Chelsea,2290.983914631757
Median of Carry Distance,Crystal Palace,2079.0
Mean of Carry Distance,Crystal Palace,2261.7619047619046
Std of Carry Distance,Crystal Palace,1637.2260657820566
Median of Carry Distance,Everton,1801.0
Mean of Carry Distance,Everton,2174.714285714286
Std of Carry Distance,Everton,1431.537954189729
Median of Carry Distance,Fulham,2487.0
Mean of Carry Distance,Fulham,2993.95
Std of Carry Distance,Fulham,2262.5983543611746
Median of Carry Distance,Ipswich Town,1458.0
Mean of Carry Distance,Ipswich Town,1631.655172413793
Std of Carry Distance,Ipswich Town,1272.0623939061118
Median of Carry Distance,Leicester City,2304.0
Mean of Carry Distance,Leicester City,2191.52
Std of Carry Distance,Leicester City,1451.1243663679093
Median of Carry Distance,Liverpool,3397.0
Mean of Carry Distance,Liverpool,3314.5714285714284
Std of Carry Distance,Liverpool,2294.8682439614827
Median of Carry Distance,Manchester City,2879.0
Mean of Carry Distance,Manchester City,3809.48
Std of Carry Distance,Manchester City,2771.814314367637
Median of Carry Distance,Manchester Utd,1575.5
Mean of Carry Distance,Manchester Utd,2291.1666666666665
Std of Carry Distance,Manchester Utd,2063.143434987818
Median of Carry Distance,Newcastle Utd,2227.0
Mean of Carry Distance,Newcastle Utd,2828.8695652173915
Std of Carry Distance,Newcastle Utd,2263.768786465852
Median of Carry Distance,Nott'ham Forest,1601.0
Mean of Carry Distance,Nott'ham Forest,2143.4761904761904
Std of Carry Distance,Nott'ham Forest,1752.661137215281
Median of Carry Distance,Southampton,1324.0
Mean of Carry Distance,Southampton,2148.793103448276
Std of Carry Distance,Southampton,1998.4396302277999
Median of Carry Distance,Tottenham,2989.0
Mean of Carry Distance,Tottenham,2901.814814814815
Std of Carry Distance,Tottenham,1662.772962832246
Median of Carry Distance,West Ham,1463.0
Mean of Carry Distance,West Ham,2139.52
Std of Carry Distance,West Ham,1753.4532623749437
Median of Carry Distance,Wolves,2068.0
Mean of Carry Distance,Wolves,2592.695652173913
Std of Carry Distance,Wolves,1758.6346572575867
Median of Carry to Pen Area,all,2.0
Mean of Carry to Pen Area,all,8.285714285714286
Std of Carry to Pen Area,all,14.583752357996202
Median of Carry to Pen Area,Arsenal,4.5
Mean of Carry to Pen Area,Arsenal,12.136363636363637
Std of Carry to Pen Area,Arsenal,15.458994775874642
Median of Carry to Pen Area,Aston Villa,2.0
Mean of Carry to Pen Area,Aston Villa,6.888888888888889
Std of Carry to Pen Area,Aston Villa,10.671072807913687
Median of Carry to Pen Area,Bournemouth,1.0
Mean of Carry to Pen Area,Bournemouth,9.08695652173913
Std of Carry to Pen Area,Bournemouth,16.02813731444646
Median of Carry to Pen Area,Brentford,1.0
Mean of Carry to Pen Area,Brentford,9.19047619047619
Std of Carry to Pen Area,Brentford,17.531739923975167
Median of Carry to Pen Area,Brighton,3.0
Mean of Carry to Pen Area,Brighton,8.923076923076923
Std of Carry to Pen Area,Brighton,15.496897952617683
Median of Carry to Pen Area,Chelsea,1.5
Mean of Carry to Pen Area,Chelsea,12.5
Std of Carry to Pen Area,Chelsea,22.358735283514157
Median of Carry to Pen Area,Crystal Palace,1.0
Mean of Carry to Pen Area,Crystal Palace,5.238095238095238
Std of Carry to Pen Area,Crystal Palace,7.509359239673928
Median of Carry to Pen Area,Everton,2.0
Mean of Carry to Pen Area,Everton,5.238095238095238
Std of Carry to Pen Area,Everton,7.238126566348242
Median of Carry to Pen Area,Fulham,4.5
Mean of Carry to Pen Area,Fulham,9.05
Std of Carry to Pen Area,Fulham,11.255291153380636
Median of Carry to Pen Area,Ipswich Town,1.0
Mean of Carry to Pen Area,Ipswich Town,4.413793103448276
Std of Carry to Pen Area,Ipswich Town,7.7897241899610945
Median of Carry to Pen Area,Leicester City,2.0
Mean of Carry to Pen Area,Leicester City,4.88
Std of Carry to Pen Area,Leicester City,6.352952069707436
Median of Carry to Pen Area,Liverpool,6.0
Mean of Carry to Pen Area,Liverpool,14.047619047619047
Std of Carry to Pen Area,Liverpool,26.175324621628267
Median of Carry to Pen Area,Manchester City,3.0
Mean of Carry to Pen Area,Manchester City,14.48
Std of Carry to Pen Area,Manchester City,23.36863995471994
Median of Carry to Pen Area,Manchester Utd,1.0
Mean of Carry to Pen Area,Manchester Utd,7.0
Std of Carry to Pen Area,Manchester Utd,15.251907738219911
Median of Carry to Pen Area,Newcastle Utd,4.0
Mean of Carry to Pen Area,Newcastle Utd,10.73913043478261
Std of Carry to Pen Area,Newcastle Utd,15.91516541285629
Median of Carry to Pen Area,Nott'ham Forest,2.0
Mean of Carry to Pen Area,Nott'ham Forest,8.285714285714286
Std of Carry to Pen Area,Nott'ham Forest,12.888533109484792
Median of Carry to Pen Area,Southampton,1.0
Mean of Carry to Pen Area,Southampton,5.103448275862069
Std of Carry to Pen Area,Southampton,7.5892067512553965
Median of Carry to Pen Area,Tottenham,4.0
Mean of Carry to Pen Area,Tottenham,8.703703703703704
Std of Carry to Pen Area,Tottenham,12.005815305076167
Median of Carry to Pen Area,West Ham,2.0
Mean of Carry to Pen Area,West Ham,6.48
Std of Carry to Pen Area,West Ham,13.165991543872922
Median of Carry to Pen Area,Wolves,3.0
Mean of Carry to Pen Area,Wolves,5.695652173913044
Std of Carry to Pen Area,Wolves,8.6887324245971
Median of Carry to 1/3,all,13.0
Mean of Carry to 1/3,all,17.917184265010352
Std of Carry to 1/3,all,18.560693720636824
Median of Carry to 1/3,Arsenal,19.5
Mean of Carry to 1/3,Arsenal,21.954545454545453
Std of Carry to 1/3,Arsenal,18.367873798531715
Median of Carry to 1/3,Aston Villa,13.0
Mean of Carry to 1/3,Aston Villa,14.925925925925926
Std of Carry to 1/3,Aston Villa,13.327028423834275
Median of Carry to 1/3,Bournemouth,17.0
Mean of Carry to 1/3,Bournemouth,21.08695652173913
Std of Carry to 1/3,Bournemouth,20.42706102537483
Median of Carry to 1/3,Brentford,11.0
Mean of Carry to 1/3,Brentford,15.952380952380953
Std of Carry to 1/3,Brentford,18.816153141586064
Median of Carry to 1/3,Brighton,17.0
Mean of Carry to 1/3,Brighton,19.576923076923077
Std of Carry to 1/3,Brighton,18.927594832779103
Median of Carry to 1/3,Chelsea,11.5
Mean of Carry to 1/3,Chelsea,18.583333333333332
Std of Carry to 1/3,Chelsea,19.591295020485763
Median of Carry to 1/3,Crystal Palace,10.0
Mean of Carry to 1/3,Crystal Palace,15.380952380952381
Std of Carry to 1/3,Crystal Palace,14.115509875580798
Median of Carry to 1/3,Everton,10.0
Mean of Carry to 1/3,Everton,15.142857142857142
Std of Carry to 1/3,Everton,11.820684050788747
Median of Carry to 1/3,Fulham,18.0
Mean of Carry to 1/3,Fulham,23.65
Std of Carry to 1/3,Fulham,24.514818289954214
Median of Carry to 1/3,Ipswich Town,7.0
Mean of Carry to 1/3,Ipswich Town,10.206896551724139
Std of Carry to 1/3,Ipswich Town,11.187937733957776
Median of Carry to 1/3,Leicester City,7.0
Mean of Carry to 1/3,Leicester City,12.48
Std of Carry to 1/3,Leicester City,12.145369487998297
